"","id.yr.season","study","tag","id","DateTime","long","lat","NSD","ND","utm.e","utm.n","step_dist","home_dist","cumul_dist","time_diff","speed","Day","date","Year","Month","Hour","id.yr","season"
"38039","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-19T00:00:00Z",36.28713,19.91916,5928099,2434.769,2114.746,2277.175,0.0206266342852118,1257.53372282234,6291.50583674969,1,0.0206266342852118,19,2014-04-19 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38062","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-20T00:00:00Z",35.54172,22.39297,4765084,2182.907,2008.397,2550.341,0.0072928286739193,1540.35264751879,6610.35047646925,1,0.0072928286739193,20,2014-04-20 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38085","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-21T01:00:00Z",34.70635,24.46773,3957503,1989.347,1897.8,2776.163,0.813181349807158,1785.39860965982,6877.68554647825,3,0.271060449935719,21,2014-04-21 01:00:00,2014,4,1,"Ardahan_2014","spring"
"38105","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-22T00:00:00Z",34.17343,25.83848,3490919,1868.4,1827.444,2925.095,0.00535566996506479,1946.3266134162,7060.7559308632,1,0.00535566996506479,22,2014-04-22 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38128","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-23T00:00:00Z",33.31734,27.67488,2975610,1724.996,1720.047,3122.714,0.00699422981168708,2166.88551771048,7287.13798250097,1,0.00699422981168708,23,2014-04-23 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38151","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-24T01:00:00Z",32.56742,28.44213,2862106,1691.776,1636.894,3201.323,0.00888556074489116,2273.93961419063,7460.54317085711,2,0.00444278037244558,24,2014-04-24 01:00:00,2014,4,1,"Ardahan_2014","spring"
"38171","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-25T01:00:00Z",33.29104,30.40748,2161288,1470.132,1685.005,3428.899,0.00146707224993175,2450.45142655236,7742.407284916,2,0.000733536124965877,25,2014-04-25 01:00:00,2014,4,1,"Ardahan_2014","spring"
"38192","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-26T00:00:00Z",36.25713,31.41605,1468556,1211.84,1958.007,3578.409,0.00792359824114076,2481.24100090901,8052.81828084978,1,0.00792359824114076,26,2014-04-26 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38216","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-27T00:00:00Z",39.63175,33.47902,721234.4,849.2552,2242.845,3864.12,0.0014470837732493,2669.34640544304,8452.7567369489,1,0.0014470837732493,27,2014-04-27 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38240","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-28T00:00:00Z",41.74239,35.46116,317446.8,563.4242,2395.153,4128.457,0.00143351052798493,2888.93661649965,8751.09198575089,1,0.00143351052798493,28,2014-04-28 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38262","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-29T00:00:00Z",41.60721,36.65805,191845.1,438.0013,2352.699,4260.943,3.31592192829589,3021.19147041478,8932.71492327478,2,1.65796096414794,29,2014-04-29 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38284","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-13T01:00:00Z",-6.050092,40.94838,3183.36,56.42127,-1786.157,4901.489,0.0441488449267446,61.5663361592804,2177.1812818779,3,0.0147162816422482,13,2017-09-13 01:00:00,2017,9,1,"Batuecasa_2017","fall"
"38303","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-14T01:00:00Z",-5.007415,38.82392,92337.44,303.8708,-1772.35,4633.477,0.0124677348513197,290.448807673922,2455.94763935541,3,0.00415591161710656,14,2017-09-14 01:00:00,2017,9,1,"Batuecasa_2017","fall"
"38321","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-15T00:00:00Z",-4.817292,36.99655,259982.1,509.8844,-1817.113,4421.378,0.0201078594374062,481.853704438414,2685.84706629409,3,0.00670261981246874,15,2017-09-15 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38339","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-16T00:00:00Z",-5.281123,34.73318,580856.7,762.1396,-1934.205,4175.416,0.0273169291274845,714.518589881695,2981.95302968603,3,0.00910564304249484,16,2017-09-16 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38357","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-17T00:00:00Z",-4.780257,31.84449,1232304,1110.092,-1974.994,3829.839,0.00331450305181876,1038.1882608455,3327.89174168722,3,0.00110483435060625,17,2017-09-17 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38375","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-18T00:00:00Z",-4.525593,30.10299,1741467,1319.647,-1999.489,3621.712,0.0191620793679978,1232.68949258357,3557.73575901878,3,0.0063873597893326,18,2017-09-18 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38393","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-19T00:00:00Z",-3.856787,27.28559,2761812,1661.87,-2004.991,3277.897,0.0166507081815584,1551.32735339971,3898.2929268268,3,0.00555023606051947,19,2017-09-19 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38411","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-20T00:00:00Z",-4.565331,24.62465,3899396,1974.689,-2144.671,2980.835,0.0130442978991644,1834.45993636541,4219.52672117054,3,0.00434809929972145,20,2017-09-20 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38429","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-21T00:00:00Z",-5.923325,22.69633,4876443,2208.267,-2338.705,2781.095,0.1094577416748,2038.13289180587,4487.91064185189,3,0.0364859138915999,21,2017-09-21 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38447","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-22T00:00:00Z",-7.043453,21.43925,5617375,2370.1,-2493.827,2654.497,0.0492010285768264,2175.95556912527,4709.63377169379,3,0.0164003428589421,22,2017-09-22 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38465","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-23T00:00:00Z",-7.762183,20.39119,6288721,2507.732,-2600.382,2543.134,0.00812669996656174,2293.77479115155,4862.82189978667,3,0.00270889998885391,23,2017-09-23 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38483","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-24T00:00:00Z",-8.498138,19.39462,6982807,2642.5,-2708.73,2437.36,0.01443389976727,2407.79667682637,5013.14707185162,3,0.00481129992242332,24,2017-09-24 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38501","Batuecasa_2017_fall","douro-spain",17020,"Batuecasa","2017-09-25T00:00:00Z",-9.50557,17.63153,8303432,2881.568,-2867.66,2241.082,0.025397819130459,2610.5230776525,5251.95798123359,3,0.00846593971015301,25,2017-09-25 00:00:00,2017,9,0,"Batuecasa_2017","fall"
"38519","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-21T06:00:00Z",-6.540423,41.09018,141.0651,11.87708,-1822.395,4931.487,0.0125327705476473,19.1439531761303,2629.98806579432,8,0.00156659631845591,21,2018-09-21 06:00:00,2018,9,6,"Batuecasa_2018","fall"
"38535","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-22T06:00:00Z",-4.49849,38.64851,119686.7,345.9576,-1733.316,4600.071,0.0172885286939203,330.874936045243,2971.16257869378,9,0.00192094763265781,22,2018-09-22 06:00:00,2018,9,6,"Batuecasa_2018","fall"
"38551","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-23T06:00:00Z",-5.635775,36.34521,321802.3,567.2762,-1913.993,4369.329,0.00359100230575829,532.843332552784,3254.31713099872,9,0.000399000256195366,23,2018-09-23 06:00:00,2018,9,6,"Batuecasa_2018","fall"
"38567","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-24T06:00:00Z",-6.425033,32.638,1010465,1005.219,-2112.222,3964.95,3.17403549708156,935.46008242309,3683.51709306199,9,0.35267061078684,24,2018-09-24 06:00:00,2018,9,6,"Batuecasa_2018","fall"
"38583","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-25T07:00:00Z",-7.558808,29.83823,1823216,1350.265,-2316.009,3669.572,0.00241848377429457,1247.45690676843,4019.29590335246,10,0.000241848377429457,25,2018-09-25 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38598","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-26T07:00:00Z",-9.610258,26.18184,3348870,1829.992,-2648.709,3292.211,0.0645993827432849,1671.29484535138,4476.14489259937,10,0.00645993827432849,26,2018-09-26 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38613","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-27T07:00:00Z",-10.97393,22.23473,5519196,2349.297,-2921.541,2848.423,0.833165538155487,2124.87093535718,4956.18673581489,10,0.0833165538155487,27,2018-09-27 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38628","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-28T07:00:00Z",-11.48076,18.6762,7868687,2805.118,-3079.198,2417.248,0.0794719930176798,2522.15808611627,5367.89174793029,10,0.00794719930176798,28,2018-09-28 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38643","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-29T07:00:00Z",-10.58231,18.14977,8089570,2844.217,-2984.49,2329.716,0.0137559837764373,2566.07571762759,5555.16969418796,10,0.00137559837764373,29,2018-09-29 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38658","Batuecasa_2018_fall","douro-spain",17020,"Batuecasa","2018-09-30T07:00:00Z",-10.1509,17.16829,8731443,2954.901,-2955.435,2197.037,0.0220680109988201,2668.48420132436,5683.04735587952,10,0.00220680109988201,30,2018-09-30 07:00:00,2018,9,7,"Batuecasa_2018","fall"
"38673","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-14T02:00:00Z",-9.877813,17.34562,8561191,2925.951,-2918.613,2213.37,0.0133151114306312,446.827767584198,3413.04064070382,3,0.00443837047687707,14,2018-02-14 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38691","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-15T03:00:00Z",-10.50077,18.6161,7750722,2784.012,-2963.413,2386.227,0.217054255674427,546.637838544763,3580.68178909743,4,0.0542635639186069,15,2018-02-15 03:00:00,2018,2,3,"Batuecasa_2018","spring"
"38708","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-16T00:00:00Z",-11.74115,19.83275,7127755,2669.786,-3079.547,2569.403,0.00710885166440885,655.575902323785,3781.08831422379,3,0.00236961722146962,16,2018-02-16 00:00:00,2018,2,0,"Batuecasa_2018","spring"
"38726","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-17T00:00:00Z",-12.1326,20.46757,6782000,2604.227,-3108.169,2659.596,0.0252172648885172,724.873665860573,3871.81553730688,3,0.00840575496283906,17,2018-02-17 00:00:00,2018,2,0,"Batuecasa_2018","spring"
"38744","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-18T00:00:00Z",-11.84297,21.4002,6146641,2479.242,-3046.913,2768.541,0.0183115999900778,828.495219841252,4004.93176862091,3,0.00610386666335926,18,2018-02-18 00:00:00,2018,2,0,"Batuecasa_2018","spring"
"38762","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-19T00:00:00Z",-12.16489,22.31712,5651557,2377.3,-3056.687,2892.045,1.02835871433289,929.681156111224,4137.71302973075,3,0.342786238110963,19,2018-02-19 00:00:00,2018,2,0,"Batuecasa_2018","spring"
"38780","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-20T00:00:00Z",-11.86814,23.18176,5112290,2261.037,-2995.435,2990.88,0.0244680244572072,1025.63576054024,4253.49314297268,3,0.0081560081524024,20,2018-02-20 00:00:00,2018,2,0,"Batuecasa_2018","spring"
"38798","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-21T03:00:00Z",-10.57948,23.85516,4575228,2138.978,-2828.178,3036.942,2.24059215027921,1111.2533964782,4419.20694164219,4,0.560148037569804,21,2018-02-21 03:00:00,2018,2,3,"Batuecasa_2018","spring"
"38815","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-22T02:00:00Z",-9.110224,25.05505,3829903,1957.014,-2628.494,3142.372,0.0217812824851035,1271.54977078619,4624.30078906339,3,0.0072604274950345,22,2018-02-22 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38833","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-23T02:00:00Z",-7.296526,26.92135,2897460,1702.193,-2377.389,3317.756,0.00882462731920273,1523.28152708661,4903.55489783643,3,0.00294154243973424,23,2018-02-23 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38851","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-24T02:00:00Z",-6.638703,29.80013,1817570,1348.173,-2223.018,3640.068,0.0305344998305032,1845.64015740905,5234.01146400096,3,0.0101781666101677,24,2018-02-24 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38869","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-25T02:00:00Z",-6.395622,31.70307,1249381,1117.757,-2139.303,3855.646,0.024800691787603,2053.291581455,5473.58956827966,3,0.00826689726253434,25,2018-02-25 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38887","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-26T02:00:00Z",-5.323583,34.56628,610360.2,781.2555,-1943.611,4157.409,0.0830089687377334,2386.208047101,5824.76278448177,3,0.0276696562459111,26,2018-02-26 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38905","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-27T02:00:00Z",-5.556972,36.9696,245365.7,495.344,-1885.488,4438.286,0.00242608447045138,2634.95220030929,6114.50799531545,3,0.000808694823483793,27,2018-02-27 02:00:00,2018,2,2,"Batuecasa_2018","spring"
"38917","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-02-28T06:00:00Z",-4.861317,38.52088,116826.3,341.7987,-1769.82,4595.305,0.0409551610564249,2817.41248674461,6303.42043708635,10,0.00409551610564249,28,2018-02-28 06:00:00,2018,2,6,"Batuecasa_2018","spring"
"38925","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-01T06:00:00Z",-4.854768,38.51907,117148.9,342.2702,-1769.3,4594.925,0.00781929541215949,2817.38302373876,6305.19388450131,10,0.000781929541215949,1,2018-03-01 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38933","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-02T06:00:00Z",-4.860973,38.52066,116852.1,341.8364,-1769.797,4595.271,0.00949814505424325,2817.39764423573,6309.66841832957,10,0.000949814505424326,2,2018-03-02 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38941","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-03T06:00:00Z",-4.860522,38.5208,116855.2,341.8409,-1769.752,4595.275,0.00377429874593813,2817.42376579015,6314.16121645542,10,0.000377429874593813,3,2018-03-03 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38949","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-04T06:00:00Z",-4.861045,38.50415,118033.9,343.5607,-1770.367,4593.407,0.00477069349505928,2815.63942084357,6333.96466658509,10,0.000477069349505928,4,2018-03-04 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38962","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-05T06:00:00Z",-5.563313,39.28153,54030.36,232.4443,-1805.188,4700.355,0.017521135964172,2882.37178648063,6471.9497728551,10,0.0017521135964172,5,2018-03-05 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38977","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-06T06:00:00Z",-5.58065,39.26728,54437.07,233.3175,-1807.218,4699.229,0.0245615783724137,2880.46364730497,6485.00676529318,10,0.00245615783724137,6,2018-03-06 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"38992","Batuecasa_2018_spring","douro-spain",17020,"Batuecasa","2018-03-07T06:00:00Z",-5.776855,39.61937,35319.35,187.9344,-1811.689,4744.4,0.146484350753904,2914.17769682301,6543.82859685435,10,0.0146484350753904,7,2018-03-07 06:00:00,2018,3,6,"Batuecasa_2018","spring"
"39007","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-01T03:00:00Z",42.68167,11.1315,14984636,3870.999,2921.877,1322.282,0.0406585301532771,2.1250262048972,2902.68005824664,6,0.00677642169221285,1,2016-03-01 03:00:00,2016,3,3,"Boris_2016","spring"
"39020","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-02T03:00:00Z",43.1735,12.32867,14229600,3772.214,2967.671,1468.806,0,144.823853806863,3119.23471151316,6,0,2,2016-03-02 03:00:00,2016,3,3,"Boris_2016","spring"
"39031","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-03T03:00:00Z",43.6745,13.43,13586587,3685.999,3013.969,1604.89,0.0263183422889443,278.21931610529,3263.12215372216,6,0.00438639038149072,3,2016-03-03 03:00:00,2016,3,3,"Boris_2016","spring"
"39045","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-04T03:00:00Z",43.2285,15.56783,11830960,3439.616,2936.282,1852.809,0.0182344472757291,496.029291010191,3545.13286619761,6,0.00303907454595485,4,2016-03-04 03:00:00,2016,3,3,"Boris_2016","spring"
"39056","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-05T03:00:00Z",41.981,18.8105,9225516,3037.353,2750.932,2217.132,0.0406862269350574,854.362973611719,3943.11725290142,6,0.00678103782250957,5,2016-03-05 03:00:00,2016,3,3,"Boris_2016","spring"
"39068","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-06T03:00:00Z",39.80067,21.50217,6993463,2644.516,2473.368,2499.441,0,1189.16380260023,4323.7828833398,6,0,6,2016-03-06 03:00:00,2016,3,3,"Boris_2016","spring"
"39079","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-07T03:00:00Z",38.91283,23.77333,5613769,2369.339,2345.473,2748.063,0,1456.0620330386,4606.5756655909,6,0,7,2016-03-07 03:00:00,2016,3,3,"Boris_2016","spring"
"39092","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-08T03:00:00Z",37.88767,26.57167,4155738,2038.563,2196.558,3053.017,0,1782.69620550775,4948.7786378989,6,0,8,2016-03-08 03:00:00,2016,3,3,"Boris_2016","spring"
"39103","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-09T04:00:00Z",37.3555,28.26517,3408716,1846.271,2116.251,3237.774,0,1977.51378482151,5155.136666412,6,0,9,2016-03-09 04:00:00,2016,3,4,"Boris_2016","spring"
"39115","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-10T04:00:00Z",37.20017,30.2315,2736705,1654.299,2069.094,3458.04,0.460359524000385,2190.60230937161,5390.65538213594,6,0.0767265873333976,10,2016-03-10 04:00:00,2016,3,4,"Boris_2016","spring"
"39125","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-11T03:00:00Z",38.266,31.74867,2526359,1589.452,2146.316,3645.6,0.0188501177718402,2328.87950392651,5607.95378425901,6,0.00314168629530669,11,2016-03-11 03:00:00,2016,3,3,"Boris_2016","spring"
"39139","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-12T03:00:00Z",37.51133,33.49917,1948597,1395.922,2041.916,3831.338,0,2533.81868674018,5837.45482560708,6,0,12,2016-03-12 03:00:00,2016,3,3,"Boris_2016","spring"
"39150","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-13T04:00:00Z",36.98417,35.7515,1422603,1192.729,1950.987,4076.464,0.0188623943090303,2788.11169276389,6094.2459204633,6,0.00314373238483838,13,2016-03-13 04:00:00,2016,3,4,"Boris_2016","spring"
"39163","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-14T04:00:00Z",34.33483,37.56617,768636.8,876.7193,1680.319,4242.293,0.0188681677848686,3045.99870493001,6431.70420726459,6,0.00314469463081144,14,2016-03-14 04:00:00,2016,3,4,"Boris_2016","spring"
"39174","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-15T02:00:00Z",33.88254,38.03571,662785.3,814.1163,1632.767,4288.997,2.73535354264268,3108.00481849502,6502.77822401124,4,0.683838385660669,15,2016-03-15 02:00:00,2016,3,2,"Boris_2016","spring"
"39189","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-16T04:00:00Z",32.66983,38.83783,456739.3,675.8249,1514.291,4364.062,0.0188722743378574,3227.4401091113,6669.54666673182,6,0.00314537905630957,16,2016-03-16 04:00:00,2016,3,4,"Boris_2016","spring"
"39200","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-17T02:00:00Z",31.91395,39.59846,334370.5,578.2478,1438.095,4440.524,22.8137348359754,3329.70470537281,6784.58300025222,4,5.70343370899385,17,2016-03-17 02:00:00,2016,3,2,"Boris_2016","spring"
"39215","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-18T04:00:00Z",32.15317,39.50967,361550.3,601.2905,1459.945,4433.197,0.0188744597309951,3313.03820712887,6822.14697463473,6,0.00314574328849918,18,2016-03-18 04:00:00,2016,3,4,"Boris_2016","spring"
"39226","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-19T04:00:00Z",29.78733,40.34633,142014,376.8474,1246.752,4503.43,0,3477.73137676043,7058.78875507315,6,0,19,2016-03-19 04:00:00,2016,3,4,"Boris_2016","spring"
"39239","Boris_2016_spring","oppel-balkans",149505,"Boris","2016-03-20T04:00:00Z",29.43667,40.92417,107423.9,327.7558,1210.712,4564.75,0.0134770366784384,3548.42362254394,7217.04011132542,6,0.00224617277973974,20,2016-03-20 04:00:00,2016,3,4,"Boris_2016","spring"
"39250","Bruco_2017_fall","life.rupis-spain",48505470927,"Bruco","2017-09-06T08:00:00Z",-6.132066,40.6155,7141.601,84.508,-1805.631,4866.483,0.015785525576372,79.2457239988648,3618.93310302465,12,0.00131546046469767,6,2017-09-06 08:00:00,2017,9,8,"Bruco_2017","fall"
"39263","Bruco_2017_fall","life.rupis-spain",48505470927,"Bruco","2017-09-07T08:00:00Z",-5.81395,39.74403,35679.33,188.8897,-1810.387,4759.484,3.16006577065879,177.102543197791,3762.12447327125,12,0.263338814221566,7,2017-09-07 08:00:00,2017,9,8,"Bruco_2017","fall"
