"","id.yr.season","study","tag","id","DateTime","long","lat","NSD","ND","utm.e","utm.n","step_dist","home_dist","cumul_dist","time_diff","speed","Day","date","Year","Month","Hour","id.yr","season"
"11526","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-19T00:00:00Z",41.2016,11.0008,11544548,3397.727,2750.771,1294.218,0.20430748705038,3197.53004665424,5148.19178615214,1,0.20430748705038,19,2015-09-19 00:00:00,2015,9,0,"Armenia2_2015","fall"
"11550","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-20T00:00:00Z",41.20262,10.9999,11545222,3397.826,2750.897,1294.121,0.0187101377294017,3197.61244730206,5218.25997250654,1,0.0187101377294017,20,2015-09-20 00:00:00,2015,9,0,"Armenia2_2015","fall"
"11573","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-21T00:00:00Z",41.20255,11.00012,11545051,3397.801,2750.887,1294.146,0.278226505984875,3197.58947287407,5274.30854790421,1,0.278226505984875,21,2015-09-21 00:00:00,2015,9,0,"Armenia2_2015","fall"
"11597","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-22T00:00:00Z",41.2031,10.99958,11545460,3397.861,2750.955,1294.087,0.13402892126538,3197.63989379916,5327.41579119038,1,0.13402892126538,22,2015-09-22 00:00:00,2015,9,0,"Armenia2_2015","fall"
"11620","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-23T00:00:00Z",41.20293,10.99977,11545315,3397.84,2750.934,1294.108,0.355119238382272,3197.62178164567,5391.27446139838,1,0.355119238382272,23,2015-09-23 00:00:00,2015,9,0,"Armenia2_2015","fall"
"11629","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-24T03:00:00Z",41.2015,10.99847,11546411,3398.001,2750.779,1293.944,0.202312049188765,3197.78665083297,5423.63645400752,6,0.0337186748647941,24,2015-09-24 03:00:00,2015,9,3,"Armenia2_2015","fall"
"11633","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-25T03:00:00Z",41.2032,10.99935,11545638,3397.887,2750.968,1294.061,0.0759025718466295,3197.6634893285,5442.87470898984,6,0.0126504286411049,25,2015-09-25 03:00:00,2015,9,3,"Armenia2_2015","fall"
"11637","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-26T03:00:00Z",41.2018,10.9994,11545660,3397.89,2750.806,1294.055,0.127506733103283,3197.68012210348,5464.30921304457,6,0.0212511221838805,26,2015-09-26 03:00:00,2015,9,3,"Armenia2_2015","fall"
"11641","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-27T09:00:00Z",41.10088,10.91473,11617614,3408.462,2739.805,1283.311,14.3764431199921,3208.55282472744,5505.1643145814,12,1.19803692666601,27,2015-09-27 09:00:00,2015,9,9,"Armenia2_2015","fall"
"11644","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-28T03:00:00Z",41.2016,11.00028,11544963,3397.788,2750.775,1294.157,0.16615010925661,3197.58696206846,5520.34258719742,6,0.0276916848761017,28,2015-09-28 03:00:00,2015,9,3,"Armenia2_2015","fall"
"11648","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-29T03:00:00Z",41.2002,11.00112,11544352,3397.698,2750.606,1294.244,0.406771066788653,3197.51713498831,5552.69548418468,6,0.0677951777981088,29,2015-09-29 03:00:00,2015,9,3,"Armenia2_2015","fall"
"11651","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-09-30T09:00:00Z",41.10112,10.91447,11617814,3408.491,2739.835,1283.282,5.53031538024418,3208.57741930165,5578.35171427769,18,0.307239743346899,30,2015-09-30 09:00:00,2015,9,9,"Armenia2_2015","fall"
"11654","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-01T03:00:00Z",41.20395,11.01262,11535024,3396.325,2750.946,1295.623,0.00397351872908098,3196.19920295765,5600.84807804499,6,0.000662253121513496,1,2015-10-01 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11658","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-02T03:00:00Z",41.20453,11.01238,11535189,3396.349,2751.015,1295.6,0.0657071009977949,3196.21631338927,5632.28535633369,6,0.0109511834996325,2,2015-10-02 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11662","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-03T03:00:00Z",41.20617,11.01175,11535626,3396.414,2751.21,1295.539,0.257952495618799,3196.25937899929,5668.98221009053,6,0.0429920826031332,3,2015-10-03 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11666","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-04T03:00:00Z",41.20427,11.01242,11535165,3396.346,2750.985,1295.603,0.0431208039863443,3196.21604057672,5706.84990695707,6,0.00718680066439072,4,2015-10-04 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11670","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-05T03:00:00Z",41.20408,11.01262,11535019,3396.324,2750.961,1295.624,0.023055793736501,3196.19715013844,5738.10087673276,6,0.00384263228941684,5,2015-10-05 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11674","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-06T03:00:00Z",41.20422,11.01258,11535042,3396.328,2750.977,1295.621,0.0274101529468998,3196.19931758974,5782.09898731346,6,0.00456835882448331,6,2015-10-06 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11678","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-07T03:00:00Z",41.20448,11.01247,11535120,3396.339,2751.009,1295.61,0.0649947422874711,3196.207252068,5814.42734609856,6,0.0108324570479119,7,2015-10-07 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11682","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-08T03:00:00Z",41.20388,11.01283,11534860,3396.301,2750.936,1295.647,0.0538955211082585,3196.17732322885,5850.84282507684,6,0.00898258685137642,8,2015-10-08 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11686","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-09T03:00:00Z",41.19507,11.00597,11540698,3397.16,2749.972,1294.771,0.0167354139233746,3197.06738327667,5888.13571675901,6,0.00278923565389576,9,2015-10-09 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11690","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-10T03:00:00Z",41.24515,9.736716,12574143,3546.004,2765.676,1146.197,0.0418345627752147,3335.27614415279,6052.46850230289,6,0.00697242712920245,10,2015-10-10 03:00:00,2015,10,3,"Armenia2_2015","fall"
"11691","Armenia2_2015_fall","buechley-mideast",48500703868,"Armenia2","2015-10-11T09:00:00Z",42.69792,7.7716,14258787,3776.081,2949.821,924.1486,269.787502312131,3532.68977663069,6322.25600461502,30,8.99291674373769,11,2015-10-11 09:00:00,2015,10,9,"Armenia2_2015","fall"
"11694","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-20T00:00:00Z",46.5402,39.15753,1998.644,44.7062,2719.765,4658.614,0.0112357264418078,42.1730049540147,2139.51108871402,1,0.0112357264418078,20,2015-09-20 00:00:00,2015,9,0,"Armenia3_2015","fall"
"11700","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-21T11:00:00Z",45.93665,35.92262,179720.2,423.9342,2770.652,4276.391,151.991540185243,399.369223393005,2504.56769564899,19,7.99955474659173,21,2015-09-21 11:00:00,2015,9,11,"Armenia3_2015","fall"
"11711","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-22T00:00:00Z",45.62225,35.05932,279047.6,528.2496,2767.732,4170.124,0.192222218181469,497.669493871241,2636.60066953474,1,0.192222218181469,22,2015-09-22 00:00:00,2015,9,0,"Armenia3_2015","fall"
"11724","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-23T02:00:00Z",45.89338,33.6053,486768.6,697.688,2836.75,4010.483,0.0401050743228885,656.063367293907,2808.49673740179,5,0.0080210148645777,23,2015-09-23 02:00:00,2015,9,2,"Armenia3_2015","fall"
"11730","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-24T09:00:00Z",44.82532,29.7642,1343090,1158.918,2836.877,3543.069,363.36322753581,1089.6267039306,3251.7359059818,22,16.5165103425368,24,2015-09-24 09:00:00,2015,9,9,"Armenia3_2015","fall"
"11733","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-25T03:00:00Z",42.70902,26.2634,2551919,1597.473,2699.63,3095.308,0.0194856720490097,1507.20350067058,3698.3405709907,6,0.00324761200816828,25,2015-09-25 03:00:00,2015,9,3,"Armenia3_2015","fall"
"11734","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-26T09:00:00Z",40.9765,23.6626,3730026,1931.327,2565.534,2765.503,337.042991831741,1828.22438720551,4035.38356282244,30,11.2347663943914,26,2015-09-26 09:00:00,2015,9,9,"Armenia3_2015","fall"
"11737","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-27T03:00:00Z",40.54738,21.66933,4701169,2168.218,2551.443,2529.029,0.21786048381375,2052.9585558479,4271.00918266953,6,0.036310080635625,27,2015-09-27 03:00:00,2015,9,3,"Armenia3_2015","fall"
"11741","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-28T03:00:00Z",41.41522,19.17647,5957016,2440.7,2682.948,2252.07,0.0132634590316403,2302.77841857865,4568.40112085075,6,0.00221057650527338,28,2015-09-28 03:00:00,2015,9,3,"Armenia3_2015","fall"
"11745","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-09-29T03:00:00Z",43.0538,16.80118,7315980,2704.807,2899.855,1996.033,0.949723353595551,2536.57722783318,4884.82317000442,6,0.158287225599259,29,2015-09-29 03:00:00,2015,9,3,"Armenia3_2015","fall"
"11746","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-10-03T09:00:00Z",41.7384,10.23108,12159639,3487.067,2819.402,1208.058,740.683887200161,3275.33072319478,5625.50705720458,102,7.26160673725648,3,2015-10-03 09:00:00,2015,10,9,"Armenia3_2015","fall"
"11749","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-10-04T03:00:00Z",41.86548,10.17537,12202598,3493.222,2834.672,1202.495,0.00547900415293762,3279.71061013011,5640.85095588858,6,0.000913167358822937,4,2015-10-04 03:00:00,2015,10,3,"Armenia3_2015","fall"
"11750","Armenia3_2015_fall","buechley-mideast",48500704009,"Armenia3","2015-10-09T09:00:00Z",43.37152,6.757666,15213735,3900.479,3036.05,807.5787,412.757160023468,3639.65623495528,6053.60811591205,126,3.27585047637673,9,2015-10-09 09:00:00,2015,10,9,"Armenia3_2015","fall"
"13061","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-14T05:00:00Z",25.62567,41.60267,2.468986,1.571301,885.5109,4616.007,0.0725267598251184,1.56930162183394,2096.6616145491,6,0.0120877933041864,14,2015-09-14 05:00:00,2015,9,5,"Boris_2015","fall"
"13072","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-15T04:00:00Z",27.17035,40.88209,22792.18,150.9708,1020.004,4544.033,8.97201213895037,150.647164694994,2283.42581584367,5,1.79440242779007,15,2015-09-15 04:00:00,2015,9,4,"Boris_2015","fall"
"13086","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-16T05:00:00Z",29.6275,40.88283,118729.8,344.572,1227.261,4561.735,0.0237004630793273,343.356249512937,2525.4085867709,6,0.00395007717988789,16,2015-09-16 05:00:00,2015,9,5,"Boris_2015","fall"
"13097","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-17T05:00:00Z",31.75183,40.092,296265.1,544.3024,1417.445,4493.765,0.0136446554365733,541.528140064021,2749.61220673154,6,0.00227410923942889,17,2015-09-17 05:00:00,2015,9,5,"Boris_2015","fall"
"13110","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-18T05:00:00Z",33.38133,37.815,624423,790.2044,1591.856,4258.264,0.0240853564371342,784.837387576261,3050.64134427122,6,0.00401422607285569,18,2015-09-18 05:00:00,2015,9,5,"Boris_2015","fall"
"13121","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-19T05:00:00Z",36.37217,37.1935,1113073,1055.023,1868.605,4228.87,0.0188669737897071,1044.51112603826,3344.44202788815,6,0.00314449563161785,19,2015-09-19 05:00:00,2015,9,5,"Boris_2015","fall"
"13135","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-20T05:00:00Z",37.1315,34.669,1638421,1280.008,1984.751,3957.131,16.3383708425958,1265.3159878098,3684.92360172617,6,2.7230618070993,20,2015-09-20 05:00:00,2015,9,5,"Boris_2015","fall"
"13146","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-21T03:00:00Z",37.26372,32.46248,2141086,1463.245,2037.106,3710.758,0.20415418649009,1445.38929753623,3967.03337436232,4,0.0510385466225225,21,2015-09-21 03:00:00,2015,9,3,"Boris_2015","fall"
"13159","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-22T02:00:00Z",37.48806,29.26505,3097904,1760.086,2113.413,3352.876,0.81796484944162,1736.67034088759,4366.93082794277,3,0.272654949813873,22,2015-09-22 02:00:00,2015,9,2,"Boris_2015","fall"
"13170","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-23T04:00:00Z",38.10583,27.33167,3911185,1977.672,2206.806,3142.476,1.54420659343937,1948.59875584539,4675.65568103602,6,0.257367765573228,23,2015-09-23 04:00:00,2015,9,4,"Boris_2015","fall"
"13184","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-24T04:00:00Z",38.51667,24.11533,5355001,2314.088,2298.774,2781.765,0.486513323585595,2276.68173357535,5068.01863635057,6,0.0810855539309326,24,2015-09-24 04:00:00,2015,9,4,"Boris_2015","fall"
"13195","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-25T04:00:00Z",40.1555,21.32717,7189909,2681.401,2514.197,2484.082,0.0177153809713758,2628.34097156834,5434.1768209737,6,0.0029525634952293,25,2015-09-25 04:00:00,2015,9,4,"Boris_2015","fall"
"13210","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-26T04:00:00Z",41.5815,19.07183,8929211,2988.179,2702.842,2242.143,0,2918.71858058653,5752.95947558718,6,0,26,2015-09-26 04:00:00,2015,9,4,"Boris_2015","fall"
"13221","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-27T04:00:00Z",43.22167,16.3505,11283818,3359.14,2925.111,1945.12,0.0188124993308555,3266.2319291525,6117.93974729408,6,0.00313541655514258,27,2015-09-27 04:00:00,2015,9,4,"Boris_2015","fall"
"13234","Boris_2015_fall","oppel-balkans",149505,"Boris","2015-09-28T01:00:00Z",43.30827,13.70432,13224136,3636.501,2968.3,1633.302,0.0827830170814731,3532.35003434549,6420.47202325222,3,0.0275943390271577,28,2015-09-28 01:00:00,2015,9,1,"Boris_2015","fall"
"13246","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-24T05:00:00Z",25.67583,41.631,24.47161,4.946879,889.5215,4619.379,0.0133324194037586,4.60568377132535,3729.11066538937,6,0.00222206990062643,24,2016-09-24 05:00:00,2016,9,5,"Boris_2016","fall"
"13257","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-25T05:00:00Z",27.93917,41.1675,39393.44,198.4778,1082.305,4580.624,0,197.921829674912,3943.68895060741,6,0,25,2016-09-25 05:00:00,2016,9,5,"Boris_2016","fall"
"13271","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-26T05:00:00Z",31.5045,40.09017,274978.4,524.3838,1396.326,4491.005,0,521.776012533358,4328.57237748509,6,0,26,2016-09-26 05:00:00,2016,9,5,"Boris_2016","fall"
"13282","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-27T03:00:00Z",32.79352,38.46902,498778.8,706.2428,1530.435,4324.356,0.415436344939324,701.916287398045,4545.21214941679,4,0.103859086234831,27,2016-09-27 03:00:00,2016,9,3,"Boris_2016","fall"
"13296","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-28T02:00:00Z",35.08485,37.18264,915888.5,957.0207,1753.558,4209.339,0.448810267384393,948.848412385676,4826.62220495055,3,0.149603422461464,28,2016-09-28 02:00:00,2016,9,2,"Boris_2016","fall"
"13307","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-29T04:00:00Z",37.61167,34.10333,1840122,1356.511,2040.09,3900.931,0.373584835530178,1339.98764986898,5268.04091551188,6,0.0622641392550296,29,2016-09-29 04:00:00,2016,9,4,"Boris_2016","fall"
"13321","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-09-30T05:00:00Z",36.78067,30.66383,2527880,1589.931,2020.965,3500.894,0.222258120484676,1571.00554607551,5747.25213949911,6,0.0370430200807794,30,2016-09-30 05:00:00,2016,9,5,"Boris_2016","fall"
"13332","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-10-01T05:00:00Z",37.38183,28.237,3424098,1850.432,2119.336,3234.95,0,1825.80054234161,6056.37822221852,6,0,1,2016-10-01 05:00:00,2016,10,5,"Boris_2016","fall"
"13344","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-10-02T04:00:00Z",38.34083,24.627,5080072,2253.901,2272.817,2837.792,0.0813889984393141,2218.5857404402,6596.1496744562,6,0.013564833073219,2,2016-10-02 04:00:00,2016,10,4,"Boris_2016","fall"
"13355","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-10-03T04:00:00Z",40.44967,21.784,7032904,2651.962,2539.165,2540.887,0.385399008871174,2598.53214798207,6980.01527315731,6,0.0642331681451956,3,2016-10-03 04:00:00,2016,10,4,"Boris_2016","fall"
"13370","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-10-04T01:00:00Z",42.16464,18.29722,9608979,3099.835,2778.76,2159.661,10.9791273870203,3023.42725349043,7499.50733500844,3,3.65970912900677,4,2016-10-04 01:00:00,2016,10,1,"Boris_2016","fall"
"13382","Boris_2016_fall","oppel-balkans",149505,"Boris","2016-10-05T03:00:00Z",43.60064,14.92126,12444960,3527.742,2987.331,1780.953,2.27021975020785,3425.67490122469,7936.22987461573,5,0.454043950041569,5,2016-10-05 03:00:00,2016,10,3,"Boris_2016","fall"
"13395","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-22T05:00:00Z",25.62633,41.60417,2.64732,1.627059,885.557,4616.177,0.0757520604635303,0.226086611238501,2978.80412969104,8,0.00946900755794129,22,2017-09-22 05:00:00,2017,9,5,"Boris_2017","fall"
"13404","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-23T04:00:00Z",29.62127,40.88465,118342.4,344.0093,1226.715,4561.885,1.20793490825835,344.288365726217,3331.51070910081,5,0.241586981651671,23,2017-09-23 04:00:00,2017,9,4,"Boris_2017","fall"
"13418","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-24T05:00:00Z",32.14133,39.506,360635.2,600.5291,1458.975,4432.66,0.0188744483162695,598.793302600872,3651.39455142461,6,0.00314574138604492,24,2017-09-24 05:00:00,2017,9,5,"Boris_2017","fall"
"13429","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-25T05:00:00Z",34.13983,37.65983,733233.8,856.2907,1661.493,4250.265,0,851.420065222462,3938.2761572047,6,0,25,2017-09-25 05:00:00,2017,9,5,"Boris_2017","fall"
"13441","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-26T05:00:00Z",36.4155,37.0165,1142407,1068.834,1875.785,4209.694,0,1059.66118579077,4166.15246649416,6,0,26,2017-09-26 05:00:00,2017,9,5,"Boris_2017","fall"
"13451","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-27T04:00:00Z",37.5655,33.68117,1919616,1385.502,2043.653,3852.676,1.44830042959237,1370.05936823612,4555.28622134394,6,0.241383404932062,27,2017-09-27 04:00:00,2017,9,4,"Boris_2017","fall"
"13464","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-28T04:00:00Z",37.734,31.5105,2479310,1574.582,2099.192,3610.434,0.208862010514273,1555.54294931123,4902.31624139135,6,0.0348103350857121,28,2017-09-28 04:00:00,2017,9,4,"Boris_2017","fall"
"13475","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-29T03:00:00Z",36.68489,29.48142,2867998,1693.516,2030.408,3366.086,0.251978922071661,1674.47443726081,5187.10510183363,4,0.0629947305179152,29,2017-09-29 03:00:00,2017,9,3,"Boris_2017","fall"
"13488","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-09-30T04:00:00Z",37.75233,27.8255,3650092,1910.521,2163.134,3193.509,0,1885.19282087361,5429.94778219826,6,0,30,2017-09-30 04:00:00,2017,9,4,"Boris_2017","fall"
"13498","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-01T04:00:00Z",38.18883,24.69217,5014681,2239.348,2256.01,2843.169,0.0255062132786285,2206.12945068214,5788.20303323008,6,0.00425103554643808,1,2017-10-01 04:00:00,2017,10,4,"Boris_2017","fall"
"13510","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-02T04:00:00Z",40.00967,22.2215,6676053,2583.806,2485.264,2585.141,1.27917794820274,2535.48539478623,6133.65600143221,6,0.213196324700456,2,2017-10-02 04:00:00,2017,10,4,"Boris_2017","fall"
"13521","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-03T04:00:00Z",41.34633,19.59783,8536592,2921.745,2669.296,2300.142,0,2857.15847099881,6484.41363116096,6,0,3,2017-10-03 04:00:00,2017,10,4,"Boris_2017","fall"
"13534","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-04T04:00:00Z",43.0225,17.28483,10577917,3252.371,2889.547,2052.557,0.018814218608777,3166.32154743331,6824.3940414765,6,0.00313570310146284,4,2017-10-04 04:00:00,2017,10,4,"Boris_2017","fall"
"13545","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-05T04:00:00Z",43.59283,14.88217,12470092,3531.302,2986.927,1776.224,5.04045147553336,3430.43448366444,7108.308094603,6,0.840075245922227,5,2017-10-05 04:00:00,2017,10,4,"Boris_2017","fall"
"13560","Boris_2017_fall","oppel-balkans",149505,"Boris","2017-10-06T04:00:00Z",43.60467,13.206,13728597,3705.212,3008.405,1577.501,0.0365083830435883,3597.38387012469,7426.44154763859,6,0.00608473050726471,6,2017-10-06 04:00:00,2017,10,4,"Boris_2017","fall"
"13571","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-01T03:00:00Z",42.76367,11.18883,14972092,3869.379,2930.939,1329.808,0,58.4233955094439,2309.26395662921,6,0,1,2017-03-01 03:00:00,2017,3,3,"Boris_2017","spring"
"13582","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-02T03:00:00Z",42.77167,11.20917,14958855,3867.668,2931.687,1332.289,0,60.8368052359168,2347.60311988703,6,0,2,2017-03-02 03:00:00,2017,3,3,"Boris_2017","spring"
"13594","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-03T03:00:00Z",43.11483,12.47433,14090316,3753.707,2959.324,1485.475,1.46141391903097,205.378246329773,2520.26743446128,6,0.243568986505162,3,2017-03-03 03:00:00,2017,3,3,"Boris_2017","spring"
"13605","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-04T03:00:00Z",43.73917,14.81333,12581076,3546.981,3004.678,1769.871,4.9129755469674,472.713591303424,2819.29113870727,6,0.818829257827899,4,2017-03-04 03:00:00,2017,3,3,"Boris_2017","spring"
"13619","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-05T03:00:00Z",42.63583,17.46117,10316084,3211.866,2843.423,2068.06,0,748.222847747255,3150.87817379693,6,0,5,2017-03-05 03:00:00,2017,3,3,"Boris_2017","spring"
"13630","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-06T02:00:00Z",41.38218,19.5762,8561182,2925.95,2673.56,2298.119,16.0139557212376,990.446319423698,3461.00871673944,5,3.20279114424753,6,2017-03-06 02:00:00,2017,3,2,"Boris_2017","spring"
"13645","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-07T01:00:00Z",39.52955,21.89336,6710983,2590.556,2438.59,2540.809,0.38712703568248,1280.40909052155,3802.85327894447,4,0.0967817589206199,7,2017-03-07 01:00:00,2017,3,1,"Boris_2017","spring"
"13657","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-08T03:00:00Z",38.79333,23.79517,5573060,2360.733,2332.567,2748.927,0,1503.58134954202,4039.78993668817,6,0,8,2017-03-08 03:00:00,2017,3,3,"Boris_2017","spring"
"13669","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-09T03:00:00Z",38.15233,25.63417,4598748,2144.469,2238.116,2950.015,1.26616004938437,1717.29819910119,4348.11115613766,8,0.158270006173047,9,2017-03-09 03:00:00,2017,3,3,"Boris_2017","spring"
"13680","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-10T04:00:00Z",36.84117,28.60367,3187373,1785.322,2059.526,3269.014,0.443450343185281,2070.06287093246,4702.39898567404,6,0.0739083905308802,10,2017-03-10 04:00:00,2017,3,4,"Boris_2017","spring"
"13693","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-11T04:00:00Z",37.17967,31.25333,2438719,1561.64,2049.964,3573.134,0.120670196018427,2342.71471632004,5101.65047828527,6,0.0201116993364045,11,2017-03-11 04:00:00,2017,3,4,"Boris_2017","spring"
"13703","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-12T03:00:00Z",38.05117,33.36067,2086543,1444.487,2095.524,3824.206,4.34535341554764,2551.63597398479,5353.33624037085,6,0.72422556925794,12,2017-03-12 03:00:00,2017,3,3,"Boris_2017","spring"
"13716","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-13T04:00:00Z",37.12,36.84083,1286138,1134.08,1942.503,4200.764,0,2946.92917131067,5839.83163417584,6,0,13,2017-03-13 04:00:00,2017,3,4,"Boris_2017","spring"
"13727","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-14T02:00:00Z",36.78771,37.40757,1156745,1075.521,1901.728,4259.125,1.97780682316093,3014.67664131637,5912.21872911128,4,0.494451705790231,14,2017-03-14 02:00:00,2017,3,2,"Boris_2017","spring"
"13740","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-15T08:00:00Z",36.60267,37.61467,1101519,1049.533,1881.254,4279.489,0.0241099752754473,3040.69683078868,5956.15688594482,10,0.00241099752754473,15,2017-03-15 08:00:00,2017,3,8,"Boris_2017","spring"
"13749","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-16T04:00:00Z",33.50083,36.55067,786132,886.6408,1621.348,4118.554,0.0152205557508198,3005.2615637031,6270.62734178437,6,0.0025367592918033,16,2017-03-16 04:00:00,2017,3,4,"Boris_2017","spring"
"13760","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-17T04:00:00Z",32.64267,37.96233,528305.2,726.846,1524.416,4266.163,0,3178.624555937,6622.76529367931,8,0,17,2017-03-17 04:00:00,2017,3,4,"Boris_2017","spring"
"13770","Boris_2017_spring","oppel-balkans",149505,"Boris","2017-03-18T04:00:00Z",32.41867,39.1745,407768.9,638.5678,1487.632,4398.768,0,3311.45846486825,6775.74155795643,6,0,18,2017-03-18 04:00:00,2017,3,4,"Boris_2017","spring"
